AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT I,PERCENT P&I,PERCENT PIC,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,NUM COVID-19 DEATHS,TOTAL PIC,TOTAL DEATHS,PERCENT COMPLETE
State,Maine,All,2023-24,4,,8.9,10.8,5,23,8,34,316,> 100%
State,Maine,All,2023-24,5,,7.6,9.5,2,25,9,34,357,> 100%
State,Maine,All,2023-24,6,,8.7,10.7,2,29,9,38,355,> 100%
State,Maine,All,2023-24,7,,5.4,7.8,1,15,7,23,295,> 100%
State,Maine,All,2023-24,8,,8.9,10.9,8,24,15,39,358,> 100%
State,Maine,All,2023-24,9,,9.2,10.1,9,22,3,34,338,> 100%
State,Maine,All,2023-24,10,,8.4,9.2,3,26,5,32,347,> 100%
State,Maine,All,2023-24,11,,8.8,8.8,0,28,9,28,318,> 100%
State,Maine,All,2023-24,12,,8.3,8.9,3,23,2,28,313,> 100%
State,Maine,All,2023-24,13,,7.4,8.8,2,24,7,31,351,> 100%
State,Maine,All,2023-24,14,,6.2,7.1,1,19,5,23,325,> 100%
State,Maine,All,2023-24,15,,3.1,3.8,0,10,3,12,320,> 100%
State,Maine,All,2023-24,16,,7.9,8.6,2,21,3,25,291,> 100%
State,Maine,All,2023-24,17,,5.2,6.1,0,17,3,20,327,> 100%
State,Maine,All,2023-24,18,,6.6,7.8,1,20,6,25,320,> 100%
State,Maine,All,2023-24,19,,6,6.3,0,19,3,20,317,> 100%
State,Maine,All,2023-24,20,,3.6,4.4,1,9,2,12,275,> 100%
State,Maine,All,2023-24,21,,4.6,4.8,0,16,2,17,351,> 100%
State,Maine,All,2023-24,22,,7.6,8.6,1,22,4,26,301,> 100%
State,Maine,All,2023-24,23,,8.8,8.8,0,25,1,25,285,> 100%
State,Maine,All,2023-24,24,,4,4.3,0,11,1,12,277,> 100%
State,Maine,All,2023-24,25,,7.1,7.4,0,23,1,24,326,> 100%
State,Maine,All,2023-24,26,,5.3,5.7,0,15,1,16,283,> 100%
State,Maine,All,2023-24,27,,7.2,7.9,0,21,2,23,292,> 100%
State,Maine,All,2023-24,28,,6.1,6.1,2,17,1,19,312,> 100%
State,Maine,All,2023-24,29,,7.2,7.8,0,23,3,25,321,> 100%
State,Maine,All,2023-24,30,,4.4,4.7,0,12,3,13,274,> 100%
State,Maine,All,2023-24,31,,5.2,6.2,0,16,4,19,308,> 100%
State,Maine,All,2023-24,32,,3.5,4.5,0,11,6,14,310,> 100%
State,Maine,All,2023-24,33,,4.3,5.6,0,13,6,17,305,> 100%
State,Maine,All,2023-24,34,,4.6,6.9,0,14,9,21,303,> 100%
State,Maine,All,2023-24,35,,6.1,8.2,0,15,7,20,245,> 100%
State,Maine,All,2023-24,36,,5.3,8.1,0,15,9,23,285,> 100%
State,Maine,All,2023-24,37,,5.6,7.8,0,15,8,21,268,> 100%
State,Maine,All,2023-24,38,,5.6,7.7,0,19,8,26,339,> 100%
State,Maine,All,2023-24,39,,6.1,7.5,0,18,6,22,295,> 100%
State,Maryland,All,2023-24,40,,6.5,8.1,0,66,24,82,"1,016",> 100%
State,Maryland,All,2023-24,41,,7.6,9.3,1,82,29,102,"1,094",> 100%
State,Maryland,All,2023-24,42,,7.7,9.3,0,82,23,100,"1,071",> 100%
State,Maryland,All,2023-24,43,,5.9,7.2,0,62,24,76,"1,052",> 100%
State,Maryland,All,2023-24,44,,7.1,8.6,0,69,25,84,975,> 100%
State,Maryland,All,2023-24,45,,7.3,9.8,1,75,43,102,"1,040",> 100%
State,Maryland,All,2023-24,46,,6.7,9.2,0,71,35,97,"1,060",> 100%
State,Maryland,All,2023-24,47,,7.6,9.6,1,85,40,109,"1,133",> 100%
State,Maryland,All,2023-24,48,,7.4,10.1,0,80,44,109,"1,083",> 100%
State,Maryland,All,2023-24,49,,9.1,11.5,3,95,35,123,"1,073",> 100%
State,Maryland,All,2023-24,50,,7.5,10,3,86,45,119,"1,191",> 100%
State,Maryland,All,2023-24,51,,6.9,8.9,2,77,39,103,"1,152",> 100%
State,Maryland,All,2023-24,52,,8.5,10.6,14,82,42,119,"1,127",> 100%
State,Maryland,All,2023-24,1,,9.5,13,14,95,61,150,"1,153",> 100%
State,Maryland,All,2023-24,2,,9.3,12.4,15,98,56,150,"1,213",> 100%
State,Maryland,All,2023-24,3,,9.5,11.8,14,94,45,134,"1,132",> 100%
State,Maryland,All,2023-24,4,,7.4,10.5,14,77,51,130,"1,237",> 100%
State,Maryland,All,2023-24,5,,8.2,11.8,9,79,53,126,"1,071",> 100%
State,Maryland,All,2023-24,6,,7.8,9.9,6,79,31,108,"1,094",> 100%
State,Maryland,All,2023-24,7,,7.6,9.2,5,77,21,99,"1,072",> 100%
State,Maryland,All,2023-24,8,,7.4,9,4,76,28,97,"1,083",> 100%
State,Maryland,All,2023-24,9,,7.8,9.8,4,74,32,99,"1,006",> 100%
State,Maryland,All,2023-24,10,,7.7,9.7,6,72,27,98,"1,014",> 100%
State,Maryland,All,2023-24,11,,7.3,8.3,8,70,18,89,"1,069",> 100%
State,Maryland,All,2023-24,12,,5.9,7.2,4,58,20,76,"1,050",> 100%
State,Maryland,All,2023-24,13,,8.4,9.4,5,77,19,92,978,> 100%
State,Maryland,All,2023-24,14,,6.7,7.5,7,62,10,77,"1,032",> 100%
State,Maryland,All,2023-24,15,,6.1,6.8,8,58,15,73,"1,074",> 100%
State,Maryland,All,2023-24,16,,6.2,6.9,1,62,15,70,"1,020",> 100%
State,Maryland,All,2023-24,17,,6.9,7.7,0,68,12,76,988,> 100%
State,Maryland,All,2023-24,18,,5.6,6.3,2,54,9,63,"1,002",> 100%
State,Maryland,All,2023-24,19,,6.5,6.6,3,61,6,65,978,> 100%
State,Maryland,All,2023-24,20,,6.1,6.6,1,60,12,66,"1,004",> 100%
State,Maryland,All,2023-24,21,,5.2,6.2,1,48,11,58,936,> 100%
State,Maryland,All,2023-24,22,,6.1,6.9,0,58,9,66,956,> 100%
State,Maryland,All,2023-24,23,,6.8,7.2,1,63,6,68,948,> 100%
State,Maryland,All,2023-24,24,,5.8,6,0,57,7,59,982,> 100%
State,Maryland,All,2023-24,25,,6.4,7.1,0,64,8,71,"1,004",> 100%
State,Maryland,All,2023-24,26,,5.9,6.3,0,59,7,63,"1,005",> 100%
State,Maryland,All,2023-24,27,,5.6,6.2,0,56,8,62,"1,003",> 100%
State,Maryland,All,2023-24,28,,6.5,7.3,0,61,19,69,939,> 100%
State,Maryland,All,2023-24,29,,6.3,7.1,0,61,13,69,976,> 100%
State,Maryland,All,2023-24,30,,6.8,7.7,0,62,13,70,908,> 100%
State,Maryland,All,2023-24,31,,7.2,9.1,0,68,23,86,943,> 100%
State,Maryland,All,2023-24,32,,6.4,7.3,2,65,16,77,"1,054",> 100%
State,Maryland,All,2023-24,33,,6.1,7.3,0,58,22,69,951,> 100%
State,Maryland,All,2023-24,34,,6.3,8.2,0,62,25,81,982,> 100%
State,Maryland,All,2023-24,35,,7.2,9.7,0,66,28,89,916,> 100%
State,Maryland,All,2023-24,36,,5.9,7.8,0,57,26,75,964,> 100%
State,Maryland,All,2023-24,37,,5.2,7.2,0,50,27,69,963,> 100%
State,Maryland,All,2023-24,38,,6.4,7.8,3,58,23,74,952,> 100%
State,Maryland,All,2023-24,39,,6.7,8.7,0,63,27,81,936,> 100%
State,Massachusetts,All,2023-24,40,,6.1,8.3,2,71,34,99,"1,190",> 100%
State,Massachusetts,All,2023-24,41,,5.7,7.9,1,66,34,93,"1,176",> 100%
State,Massachusetts,All,2023-24,42,,6.2,8.1,1,74,39,98,"1,208",> 100%
State,Massachusetts,All,2023-24,43,,6.3,8.5,1,71,33,96,"1,134",> 100%
State,Massachusetts,All,2023-24,44,,5,7.1,0,57,34,82,"1,150",> 100%
State,Massachusetts,All,2023-24,45,,5.3,7.7,0,66,39,97,"1,256",> 100%
State,Massachusetts,All,2023-24,46,,5.7,7.6,0,65,26,86,"1,134",> 100%
State,Massachusetts,All,2023-24,47,,5.6,7.3,3,64,29,87,"1,197",> 100%
State,Massachusetts,All,2023-24,48,,6.9,8.5,2,88,32,111,"1,305",> 100%
State,Massachusetts,All,2023-24,49,,6.8,9.5,7,79,46,119,"1,257",> 100%
State,Massachusetts,All,2023-24,50,,8,10.2,5,95,41,127,"1,244",> 100%
State,Massachusetts,All,2023-24,51,,6.6,8.7,3,82,40,112,"1,287",> 100%
State,Massachusetts,All,2023-24,52,,8.6,12.1,8,105,72,159,"1,309",> 100%
State,Massachusetts,All,2023-24,1,,9.2,12.1,19,99,48,154,"1,276",> 100%
State,Massachusetts,All,2023-24,2,,9.2,12.4,16,106,64,165,"1,332",> 100%
State,Massachusetts,All,2023-24,3,,8.2,11.2,12,91,58,142,"1,263",> 100%
State,Massachusetts,All,2023-24,4,,9.1,11.1,18,101,42,146,"1,310",> 100%
State,Massachusetts,All,2023-24,5,,8.3,10.9,10,100,51,144,"1,320",> 100%
State,Massachusetts,All,2023-24,6,,7.9,10.2,12,90,42,131,"1,290",> 100%
State,Massachusetts,All,2023-24,7,,7.9,9.6,18,79,32,118,"1,223",> 100%
State,Massachusetts,All,2023-24,8,,8.5,9.4,19,79,17,108,"1,152",> 100%
State,Massachusetts,All,2023-24,9,,7.4,8.5,10,78,19,101,"1,189",> 100%
State,Massachusetts,All,2023-24,10,,6.9,8.5,21,60,24,100,"1,182",> 100%
State,Massachusetts,All,2023-24,11,,7.2,7.8,10,79,16,97,"1,241",> 100%
State,Massachusetts,All,2023-24,12,,5.8,7.2,5,61,20,81,"1,130",> 100%
State,Massachusetts,All,2023-24,13,,6.7,7.1,11,70,6,86,"1,203",> 100%
State,Massachusetts,All,2023-24,14,,6.3,7.1,3,71,12,83,"1,168",> 100%
State,Massachusetts,All,2023-24,15,,6.6,6.8,11,69,8,82,"1,211",> 100%
State,Massachusetts,All,2023-24,16,,5.7,6.3,5,60,12,72,"1,147",> 100%
State,Massachusetts,All,2023-24,17,,6.9,7.2,3,76,4,83,"1,146",> 100%
State,Massachusetts,All,2023-24,18,,5.8,6.1,3,62,11,69,"1,130",> 100%
State,Massachusetts,All,2023-24,19,,6,6.2,2,66,5,70,"1,124",> 100%
State,Massachusetts,All,2023-24,20,,6,6.5,3,63,8,72,"1,109",> 100%
State,Massachusetts,All,2023-24,21,,6.7,7,1,74,7,78,"1,120",> 100%
State,Massachusetts,All,2023-24,22,,5.5,5.8,1,57,6,61,"1,049",> 100%
State,Massachusetts,All,2023-24,23,,4.8,5.4,1,51,9,59,"1,087",> 100%
State,Massachusetts,All,2023-24,24,,5.3,5.7,1,58,6,63,"1,104",> 100%
State,Massachusetts,All,2023-24,25,,5.8,6.4,0,64,9,70,"1,098",> 100%
State,Massachusetts,All,2023-24,26,,5.3,6,0,57,9,64,"1,066",> 100%
State,Massachusetts,All,2023-24,27,,4.8,6,1,52,18,66,"1,108",> 100%
State,Massachusetts,All,2023-24,28,,5.2,5.7,0,58,9,64,"1,121",> 100%
State,Massachusetts,All,2023-24,29,,5.7,7.4,1,59,23,77,"1,046",> 100%
State,Massachusetts,All,2023-24,30,,5.8,6.6,1,60,13,70,"1,054",> 100%
State,Massachusetts,All,2023-24,31,,6,6.9,0,63,20,72,"1,048",> 100%
State,Massachusetts,All,2023-24,32,,7,8.5,0,74,22,90,"1,059",> 100%
State,Massachusetts,All,2023-24,33,,5.4,6.2,0,56,21,65,"1,044",> 100%
State,Massachusetts,All,2023-24,34,,5.8,7.7,1,64,28,86,"1,120",> 100%
State,Massachusetts,All,2023-24,35,,5.6,7.4,0,60,25,79,"1,064",> 100%
State,Massachusetts,All,2023-24,36,,6.1,7.9,0,64,25,83,"1,045",> 100%
State,Massachusetts,All,2023-24,37,,5.5,6.9,1,59,23,75,"1,093",> 100%
State,Massachusetts,All,2023-24,38,,4.2,5.3,1,44,20,57,"1,083",> 100%
State,Massachusetts,All,2023-24,39,,4.9,7,0,55,27,78,"1,122",> 100%
State,Michigan,All,2023-24,40,,4.2,5.3,1,81,36,103,"1,942",> 100%
State,Michigan,All,2023-24,41,,5.1,6.3,0,102,40,125,"1,991",> 100%
State,Michigan,All,2023-24,42,,5.5,7,0,109,48,137,"1,970",> 100%
State,Michigan,All,2023-24,43,,5,6.1,1,96,38,118,"1,946",> 100%
State,Michigan,All,2023-24,44,,5.3,6.5,1,104,34,128,"1,966",> 100%
State,Michigan,All,2023-24,45,,6,7.9,1,121,54,159,"2,021",> 100%
State,Michigan,All,2023-24,46,,4.8,6.3,0,94,48,123,"1,965",> 100%
State,Michigan,All,2023-24,47,,5.6,7.6,6,102,59,145,"1,917",> 100%
State,Michigan,All,2023-24,48,,6,8.1,1,124,70,170,"2,098",> 100%
State,Michigan,All,2023-24,49,,7,9.7,1,146,84,203,"2,088",> 100%
State,Michigan,All,2023-24,50,,6.1,8.7,6,118,89,177,"2,037",> 100%
State,Michigan,All,2023-24,51,,7.3,9.6,5,151,84,205,"2,136",> 100%
State,Michigan,All,2023-24,52,,7.7,10.1,13,158,104,226,"2,227",> 100%
State,Michigan,All,2023-24,1,,7.5,10.7,14,150,98,233,"2,179",> 100%
State,Michigan,All,2023-24,2,,8,10.5,19,162,103,238,"2,265",> 100%
State,Michigan,All,2023-24,3,,7.8,10.3,13,159,95,228,"2,216",> 100%
State,Michigan,All,2023-24,4,,8,9.9,18,158,80,218,"2,205",> 100%
State,Michigan,All,2023-24,5,,6.9,8.4,15,131,55,177,"2,102",> 100%
State,Michigan,All,2023-24,6,,5.6,6.9,6,110,35,142,"2,061",> 100%
State,Michigan,All,2023-24,7,,6.9,7.8,25,114,39,158,"2,018",> 100%
State,Michigan,All,2023-24,8,,6.3,7.5,23,112,38,161,"2,150",> 100%
State,Michigan,All,2023-24,9,,7.3,8.7,16,129,45,174,"1,989",> 100%
State,Michigan,All,2023-24,10,,7.8,8.9,36,121,38,178,"2,010",> 100%
State,Michigan,All,2023-24,11,,6.6,7.8,28,112,35,166,"2,115",> 100%
State,Michigan,All,2023-24,12,,6.8,7.8,21,119,31,161,"2,057",> 100%
State,Michigan,All,2023-24,13,,5.9,6.3,12,104,16,124,"1,975",> 100%
State,Michigan,All,2023-24,14,,6.3,7,15,110,24,139,"1,995",> 100%
State,Michigan,All,2023-24,15,,6.6,7,12,121,17,142,"2,018",> 100%
State,Michigan,All,2023-24,16,,5.3,5.8,10,94,15,113,"1,957",> 100%
State,Michigan,All,2023-24,17,,6.8,7.1,5,126,14,137,"1,932",> 100%
State,Michigan,All,2023-24,18,,4.6,5.4,3,86,18,105,"1,931",> 100%
State,Michigan,All,2023-24,19,,4.8,5.1,5,89,7,99,"1,940",> 100%
State,Michigan,All,2023-24,20,,5,5.1,4,91,8,98,"1,910",> 100%
State,Michigan,All,2023-24,21,,4.2,4.4,1,78,7,82,"1,864",> 100%
State,Michigan,All,2023-24,22,,4.5,4.6,0,83,7,85,"1,845",> 100%
State,Michigan,All,2023-24,23,,4.8,5,1,90,9,94,"1,885",> 100%
State,Michigan,All,2023-24,24,,5.2,5.7,2,97,12,107,"1,889",> 100%
State,Michigan,All,2023-24,25,,4,4.6,2,72,14,85,"1,836",> 100%
State,Michigan,All,2023-24,26,,4.9,5.1,0,92,9,95,"1,859",> 100%
State,Michigan,All,2023-24,27,,5.2,5.7,0,93,14,102,"1,791",> 100%
State,Michigan,All,2023-24,28,,5.1,5.8,1,93,13,106,"1,838",> 100%
State,Michigan,All,2023-24,29,,5,5.3,1,91,8,99,"1,857",> 100%
State,Michigan,All,2023-24,30,,4.7,5.2,0,88,17,97,"1,867",> 100%
State,Michigan,All,2023-24,31,,4.8,5.7,0,91,23,108,"1,894",> 100%
State,Michigan,All,2023-24,32,,4.9,5.6,0,88,22,102,"1,807",> 100%
State,Michigan,All,2023-24,33,,4.5,5.1,0,85,16,95,"1,871",> 100%
State,Michigan,All,2023-24,34,,4.5,5.5,1,85,28,105,"1,903",> 100%
State,Michigan,All,2023-24,35,,4.8,6.1,1,91,33,117,"1,927",> 100%
State,Michigan,All,2023-24,36,,4.3,5.8,0,80,33,106,"1,843",> 100%
State,Michigan,All,2023-24,37,,4.9,5.9,0,94,32,114,"1,927",> 100%
State,Michigan,All,2023-24,38,,4.7,5.9,1,87,36,110,"1,863",> 100%
State,Michigan,All,2023-24,39,,4.9,6.2,0,91,40,116,"1,870",> 100%
State,Minnesota,All,2023-24,40,,4.5,6.5,0,41,29,59,910,> 100%
State,Minnesota,All,2023-24,41,,7.2,9.3,1,65,27,85,911,> 100%
State,Minnesota,All,2023-24,42,,5.3,7.8,0,54,35,79,"1,017",> 100%
State,Minnesota,All,2023-24,43,,5.4,7.3,0,53,26,71,979,> 100%
State,Minnesota,All,2023-24,44,,3.9,6.7,0,39,36,67,994,> 100%
State,Minnesota,All,2023-24,45,,6.1,8.5,0,59,31,82,967,> 100%
State,Minnesota,All,2023-24,46,,6.1,8.5,0,60,31,83,978,> 100%
State,Minnesota,All,2023-24,47,,6.5,9.7,1,64,39,97,"1,004",> 100%
State,Minnesota,All,2023-24,48,,7.4,10.8,2,79,49,118,"1,094",> 100%
State,Minnesota,All,2023-24,49,,6.4,9.5,4,64,45,100,"1,058",> 100%
State,Minnesota,All,2023-24,50,,7.9,11.1,3,79,48,116,"1,042",> 100%
State,Minnesota,All,2023-24,51,,5.8,9.5,6,53,47,97,"1,016",> 100%
State,Minnesota,All,2023-24,52,,7.5,11,12,60,51,105,958,> 100%
State,Minnesota,All,2023-24,1,,8.1,11.4,12,73,55,120,"1,051",> 100%
State,Minnesota,All,2023-24,2,,7.3,11.3,9,66,57,117,"1,034",> 100%
State,Minnesota,All,2023-24,3,,6.3,9.1,7,57,37,93,"1,021",> 100%
State,Minnesota,All,2023-24,4,,7,9.4,9,64,35,98,"1,047",> 100%
State,Minnesota,All,2023-24,5,,6.8,9,10,56,33,88,975,> 100%
State,Minnesota,All,2023-24,6,,6.1,9,13,46,33,87,962,> 100%
State,Minnesota,All,2023-24,7,,6.3,8,12,49,22,77,965,> 100%
State,Minnesota,All,2023-24,8,,6.6,8.6,14,53,28,87,"1,010",> 100%
State,Minnesota,All,2023-24,9,,6.9,8.2,12,59,21,84,"1,030",> 100%
State,Minnesota,All,2023-24,10,,7.2,8.3,11,59,16,81,979,> 100%
State,Minnesota,All,2023-24,11,,6.7,8.1,8,59,18,81,"1,000",> 100%
State,Minnesota,All,2023-24,12,,5.3,6.5,8,45,16,65,993,> 100%
State,Minnesota,All,2023-24,13,,5.2,6.5,4,43,15,59,910,> 100%
State,Minnesota,All,2023-24,14,,6,6.6,2,54,13,62,936,> 100%
State,Minnesota,All,2023-24,15,,6.2,7.2,5,59,14,74,"1,027",> 100%
State,Minnesota,All,2023-24,16,,6.4,7.2,3,54,11,64,893,> 100%
State,Minnesota,All,2023-24,17,,5.9,6.7,3,53,12,64,956,> 100%
State,Minnesota,All,2023-24,18,,4.4,4.9,1,39,8,45,915,> 100%
State,Minnesota,All,2023-24,19,,5.8,6.3,5,46,4,55,878,> 100%
State,Minnesota,All,2023-24,20,,4.7,5.5,2,44,10,54,974,> 100%
State,Minnesota,All,2023-24,21,,5.4,5.9,2,48,8,55,925,> 100%
State,Minnesota,All,2023-24,22,,3.5,3.8,3,29,3,35,927,> 100%
State,Minnesota,All,2023-24,23,,5.5,5.7,0,48,3,50,874,> 100%
State,Minnesota,All,2023-24,24,,5.3,5.8,1,50,4,55,955,> 100%
State,Minnesota,All,2023-24,25,,5.9,6.5,0,50,5,55,844,> 100%
State,Minnesota,All,2023-24,26,,6.4,6.9,1,58,6,64,922,> 100%
State,Minnesota,All,2023-24,27,,4.1,4.5,1,35,6,40,883,> 100%
State,Minnesota,All,2023-24,28,,4.7,5.5,0,44,10,52,942,> 100%
State,Minnesota,All,2023-24,29,,4.3,5.1,0,37,9,44,869,> 100%
State,Minnesota,All,2023-24,30,,4.3,5.3,1,38,11,48,914,> 100%
State,Minnesota,All,2023-24,31,,4.4,6.5,0,38,21,56,866,> 100%
State,Minnesota,All,2023-24,32,,5.6,6.3,2,47,10,55,877,> 100%
State,Minnesota,All,2023-24,33,,5.9,7.3,0,56,25,69,942,> 100%
State,Minnesota,All,2023-24,34,,6.3,8.2,2,56,21,75,917,> 100%
State,Minnesota,All,2023-24,35,,4.8,6.7,0,43,19,60,891,> 100%
State,Minnesota,All,2023-24,36,,5.4,6.4,0,48,14,57,890,> 100%
State,Minnesota,All,2023-24,37,,6.6,8.2,0,57,20,71,870,> 100%
State,Minnesota,All,2023-24,38,,4.5,6.5,0,44,24,64,982,> 100%
State,Minnesota,All,2023-24,39,,5,6.9,0,46,26,64,923,> 100%
State,Mississippi,All,2023-24,40,,7.6,9.9,1,54,30,72,725,> 100%
State,Mississippi,All,2023-24,41,,7.4,9.4,0,47,18,60,636,> 100%
State,Mississippi,All,2023-24,42,,4.8,6.4,2,30,15,43,673,> 100%
State,Mississippi,All,2023-24,43,,9.1,9.9,0,56,12,61,617,> 100%
State,Mississippi,All,2023-24,44,,7,9.5,0,49,22,67,702,> 100%
State,Mississippi,All,2023-24,45,,5.4,7.1,0,37,15,49,687,> 100%
State,Mississippi,All,2023-24,46,,6.5,7.7,1,43,14,52,679,> 100%
State,Mississippi,All,2023-24,47,,7.6,8.7,3,49,12,59,681,> 100%
State,Mississippi,All,2023-24,48,,5.3,6.8,3,34,14,47,693,> 100%
State,Mississippi,All,2023-24,49,,8.3,10.6,2,58,30,77,724,> 100%
State,Mississippi,All,2023-24,50,,8.9,9.6,5,56,12,66,689,> 100%
State,Mississippi,All,2023-24,51,,7.5,9.6,2,54,26,72,751,> 100%
State,Mississippi,All,2023-24,52,,10.8,12.7,13,70,27,98,771,> 100%
State,Mississippi,All,2023-24,1,,9.4,12,13,66,34,100,836,> 100%
State,Mississippi,All,2023-24,2,,11.6,13.5,15,76,27,106,785,> 100%
State,Mississippi,All,2023-24,3,,10,11.7,18,68,32,100,856,> 100%
State,Mississippi,All,2023-24,4,,10.4,12.5,10,69,37,95,763,> 100%
State,Mississippi,All,2023-24,5,,9.8,12.2,11,64,32,93,763,> 100%
State,Mississippi,All,2023-24,6,,8.8,9.9,10,56,14,74,748,> 100%
State,Mississippi,All,2023-24,7,,7.6,9,6,46,18,61,680,> 100%
State,Mississippi,All,2023-24,8,,8.2,9.6,3,52,18,65,674,> 100%
State,Mississippi,All,2023-24,9,,8.1,10.4,0,56,27,72,695,> 100%
State,Mississippi,All,2023-24,10,,6.9,9.8,2,45,30,67,684,> 100%
State,Mississippi,All,2023-24,11,,6.5,8.7,1,43,24,59,677,> 100%
State,Mississippi,All,2023-24,12,,6.2,7.5,3,35,12,46,610,> 100%
State,Mississippi,All,2023-24,13,,6.8,7.2,0,49,8,52,724,> 100%
State,Mississippi,All,2023-24,14,,6,7.7,3,37,19,51,666,> 100%
State,Mississippi,All,2023-24,15,,6.7,7.7,2,41,10,49,639,> 100%
State,Mississippi,All,2023-24,16,,6.9,7.9,1,46,9,54,683,> 100%
State,Mississippi,All,2023-24,17,,7.1,8.2,1,44,11,52,637,> 100%
State,Mississippi,All,2023-24,18,,6.1,7.1,1,40,10,48,674,> 100%
State,Mississippi,All,2023-24,19,,6.5,7,1,39,4,43,618,> 100%
State,Mississippi,All,2023-24,20,,5.5,6.1,1,35,6,40,658,> 100%
State,Mississippi,All,2023-24,21,,6.1,6.7,0,40,4,44,655,> 100%
State,Mississippi,All,2023-24,22,,6.6,7.8,2,42,8,52,670,> 100%
State,Mississippi,All,2023-24,23,,6.6,6.7,2,39,2,42,623,> 100%
State,Mississippi,All,2023-24,24,,5.3,6.2,0,35,6,41,663,> 100%
State,Mississippi,All,2023-24,25,,6,7.2,1,34,8,42,587,> 100%
State,Mississippi,All,2023-24,26,,5.8,6.4,0,40,4,44,692,> 100%
State,Mississippi,All,2023-24,27,,5.5,6.2,0,35,8,40,641,> 100%
State,Mississippi,All,2023-24,28,,5.8,7.4,2,36,14,48,650,> 100%
State,Mississippi,All,2023-24,29,,6,7.5,0,38,11,48,636,> 100%
State,Mississippi,All,2023-24,30,,7.1,9,0,45,16,57,633,> 100%
State,Mississippi,All,2023-24,31,,6,7.5,0,41,15,51,681,> 100%
State,Mississippi,All,2023-24,32,,6.6,8.8,1,44,19,60,684,> 100%
State,Mississippi,All,2023-24,33,,7.1,9.1,1,46,21,60,662,> 100%
State,Mississippi,All,2023-24,34,,6.9,8.6,1,43,20,55,638,> 100%
State,Mississippi,All,2023-24,35,,6.3,7.9,0,42,19,52,662,> 100%
State,Mississippi,All,2023-24,36,,7.1,8.7,0,47,19,58,663,> 100%
State,Mississippi,All,2023-24,37,,7.5,9.9,0,50,22,66,666,> 100%
State,Mississippi,All,2023-24,38,,6.3,8.8,1,38,18,54,617,> 100%
State,Mississippi,All,2023-24,39,,4.9,6.2,0,32,12,40,649,> 100%
State,Missouri,All,2023-24,40,,5,6,2,59,28,74,"1,226",> 100%
State,Missouri,All,2023-24,41,,4.4,5.6,1,56,26,72,"1,292",> 100%
State,Missouri,All,2023-24,42,,5,6.4,2,61,35,81,"1,264",> 100%
State,Missouri,All,2023-24,43,,5.5,6.9,1,71,31,90,"1,305",> 100%
State,Missouri,All,2023-24,44,,5.9,7.4,2,76,28,97,"1,311",> 100%
State,Missouri,All,2023-24,45,,5.1,7.1,2,64,36,92,"1,289",> 100%
State,Missouri,All,2023-24,46,,4.9,6.7,0,62,39,84,"1,263",> 100%
State,Missouri,All,2023-24,47,,6,7.5,1,76,27,95,"1,274",> 100%
State,Missouri,All,2023-24,48,,6.1,8.5,1,77,52,109,"1,288",> 100%
State,Missouri,All,2023-24,49,,7.1,9.4,3,99,53,135,"1,436",> 100%
State,Missouri,All,2023-24,50,,6.8,9.2,6,80,49,117,"1,271",> 100%
State,Missouri,All,2023-24,51,,4.2,7.2,2,55,49,97,"1,344",> 100%
State,Missouri,All,2023-24,52,,7.4,10.2,10,95,63,145,"1,420",> 100%
State,Missouri,All,2023-24,1,,7.8,10,8,107,57,146,"1,466",> 100%
State,Missouri,All,2023-24,2,,8.1,9.9,14,104,41,143,"1,449",> 100%
State,Missouri,All,2023-24,3,,7.5,10,8,103,51,149,"1,483",> 100%
State,Missouri,All,2023-24,4,,5.8,7.9,7,78,35,116,"1,461",> 100%
State,Missouri,All,2023-24,5,,6.1,7,12,70,20,94,"1,350",> 100%
State,Missouri,All,2023-24,6,,8.3,9.2,9,105,27,127,"1,380",> 100%
State,Missouri,All,2023-24,7,,6.1,7.2,8,72,23,94,"1,310",> 100%
State,Missouri,All,2023-24,8,,6.4,7.2,7,77,21,95,"1,313",> 100%
State,Missouri,All,2023-24,9,,7.8,8.8,16,81,23,109,"1,245",> 100%
State,Missouri,All,2023-24,10,,5.7,6.1,9,64,10,78,"1,286",> 100%
State,Missouri,All,2023-24,11,,5.4,6,13,55,12,76,"1,264",> 100%
State,Missouri,All,2023-24,12,,5.7,6.3,7,59,15,73,"1,168",> 100%
State,Missouri,All,2023-24,13,,5.7,6.4,7,69,14,85,"1,334",> 100%
State,Missouri,All,2023-24,14,,5.2,5.6,3,62,6,70,"1,252",> 100%
State,Missouri,All,2023-24,15,,5.2,5.6,3,60,7,67,"1,202",> 100%
State,Missouri,All,2023-24,16,,5.7,6,3,67,8,74,"1,225",> 100%
State,Missouri,All,2023-24,17,,6.2,6.5,5,75,7,83,"1,282",> 100%
State,Missouri,All,2023-24,18,,5.6,5.7,3,65,3,70,"1,224",> 100%
State,Missouri,All,2023-24,19,,6,6.2,2,68,8,72,"1,169",> 100%
State,Missouri,All,2023-24,20,,4.7,5.3,2,55,7,64,"1,213",> 100%
State,Missouri,All,2023-24,21,,4.7,5.1,1,57,6,63,"1,245",> 100%
State,Missouri,All,2023-24,22,,4.5,4.8,0,55,3,58,"1,214",> 100%
